original,decoded,is_valid,is_same,smile_accuracy,tanimoto_distance,total_avg_accuracy
CC(=O)c1c(C)cccc1Sc1ccc(C)cc1,CC(=O)c1c(C)cccc1Sc1ccc(C)cc1,1,1,100,0,59.86544214
COC(=O)N1CCCC(NS(C)(=O)=O)C1Cc1cccc(F)c1,CC(=O)N1CcC(NS(C)(=O)=O)C1Cc1cccc(F)c1,1,0,15,0.285714286,59.86544214
COC(=O)N1CCCC(NS(C)(=O)=O)C1Cc1cccc(F)c1,CC(=O)N1CCC(NS(C)(=O)=O)C1Cc1cccc(F)c1,1,0,17.5,0.285714286,59.86544214
COC(=O)c1cnc(NCCN(C)C)cn1,COCCC(=O)c1cnc(NCCN(C)C)cn1,1,0,28,0.302325581,59.86544214
CC(C(=O)NC1CCCN(C(=O)c2ccc(F)cc2)C1)N1C(=O)c2ccccc2C1=O,CC(C(=O)NcCCCN(C(=O)c2ccc(F)cc2)C1)N1C(=O)c2ccccc2C=O,1,0,32.72727273,0.649350649,59.86544214
CC(C(=O)NC1CCCN(C(=O)c2ccc(F)cc2)C1)N1C(=O)c2ccccc2C1=O,CC(C(=O)NCCCCN(C(=O)c2ccc(F)cc2)C1)N1C(=O)c2ccccc2C=O,1,0,34.54545455,0.649350649,59.86544214
CC(C(=O)NC1CCCN(C(=O)c2ccc(F)cc2)C1)N1C(=O)c2ccccc2C1=O,CC(C(=O)N(CCCN(C(=O)c2ccc(F)cc2)C1)N1C(=O)c2ccccc2)=O,1,0,32.72727273,0.59375,59.86544214
CCN(CCc1cccc(N)c1)C(C)COC,CCN(CCc1cccc(N)Cc1)C(CC)COC,1,0,68,0.642857143,59.86544214
CS(=O)(=O)N(Cc1ccc(C(=O)NCc2ccccn2)cc1)c1cc(C)cc(C)c1,CS(=O)C(=O)N(Cc1ccc(C(=O)NCc2ccccn2)cc1)c1cc(C)cCc(C)c1,1,0,26.41509434,0.520547945,59.86544214
Cc1cc(C=O)cc(C)c1OCc1cc(F)cc(C#N)c1,Cc1cc(CC=O)cc(C)c1OCc1ccC(F)cc(C#N)c1,1,0,25.71428571,0.6,59.86544214
CC(C)C(C(N)=O)N1CCCCC1C,CC(CC(CC)=O)N1CCCCC1C,1,0,39.13043478,0.5,59.86544214
CC(=O)SCCc1cnc(C)cn1,CCC(=O)SCCc1cCnc(C)cn1,1,0,15,0.666666667,59.86544214
O=C(NN=Cc1c(F)c(F)c(F)c(F)c1F)c1cc(c2ccccc2)nc2ccccc12,O=C(NN=Cc1c(F)c(F)c(F)c(F)c1F)c1cc(c2ccccc2)nc2ccccc12,1,1,100,0,59.86544214
CCNCC(C)S(=O)(=O)N1CCC(C(C)(C)C)CC1,CCNCC(C)S(=C)(=O)N1CCC(C(C)(C)C)CC1,1,0,97.14285714,0.230769231,59.86544214
O=C(CN1CCN(c2cccc(F)c2)CC1)c1ccc2c(c1)OC=CCO2,O=C(CN1CCN(c2cccc(F)c2)CC1)c1ccc2c(c1)OC=CCO2,1,1,100,0,59.86544214
O=C(CN1CCN(c2cccc(F)c2)CC1)c1ccc2c(c1)OC=CCO2,O=C(CN1CCN(c2cccc(F)c2)CC1)c1cCC2c(c1)OC=CCO2,1,0,95.55555556,0.449275362,59.86544214
COc1ccccc1C(=O)Nc1cc(C)ccc1N1CCN(C)CC1,COc1ccccc1C(=O)Nc1cccc(C)ccc1N1CCN(C)CC1,1,0,60.52631579,0.440677966,59.86544214
COc1ccccc1C(=O)Nc1cc(C)ccc1N1CCN(C)CC1,COc1ccccc1C(=O)Nc1CccC(C)ccc1N1CCN(C)CC1,1,0,60.52631579,0.483870968,59.86544214
Fc1ccccc1CN1CCC(CCCC2CCN(Cc3ccccc3F)CC2)CC1,Fc1ccccc1CN1cC(CCCC2CCN(Cc3ccccc3F)c2)CC1,1,0,48.8372093,0.171428571,59.86544214
